subject,period.start,period.end,history.json
hospital 2,2024-02-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2025-10-08T11:59:54', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Worse']}"
hospital 2,2024-03-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T11:59:54', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 2,2024-04-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T11:59:54', 'measure': 'Nurse-language-01', 'acceptable_by': ['Social Worse']}"
hospital 2,2024-05-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2025-10-08T11:59:54', 'measure': 'Nurse-informed-01', 'acceptable_by': ['Worsening']}"
hospital 2,2024-06-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T11:59:54', 'measure': 'Nurse-language-01', 'acceptable_by': ['Improving']}"
hospital 2,2024-07-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T11:59:55', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 2,2024-08-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T11:59:55', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Social Approach']}"
hospital 2,2024-09-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/70fbdb71-fd31-45b0-8432-2bfa1bff200d', 'message_template_name': 'Approach Goal', 'message_generated_datetime': '2025-10-08T11:59:55', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Approach']}"
hospital 2,2024-10-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/722d98b6-0dfd-40ff-8248-abeaaf4aad6d', 'message_template_name': 'Reached Goal', 'message_generated_datetime': '2025-10-08T11:59:55', 'measure': 'Care-Rating-01', 'acceptable_by': ['Goal Gain']}"
hospital 2,2024-11-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/35903316-d0cc-4a53-ba3f-a9d796e78985', 'message_template_name': 'Drop Below Peer Average', 'message_generated_datetime': '2025-10-08T11:59:55', 'measure': 'Patient-Concern-01', 'acceptable_by': ['Social Loss']}"
hospital 2,2024-12-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/e91fb18a-3a98-420e-a826-bfb1b6eafc58', 'message_template_name': 'No Longer Top Performer', 'message_generated_datetime': '2025-10-08T11:59:56', 'measure': 'Provider-Rating-01', 'acceptable_by': ['Social Loss']}"
hospital 3,2024-02-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T11:59:56', 'measure': 'Discharge-01', 'acceptable_by': ['Social Worse']}"
hospital 3,2024-03-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2025-10-08T11:59:56', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Worse']}"
hospital 3,2024-04-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T11:59:56', 'measure': 'Discharge-01', 'acceptable_by': ['Improving']}"
hospital 3,2024-05-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T11:59:56', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 3,2024-06-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T11:59:56', 'measure': 'Provider-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 3,2024-07-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/35903316-d0cc-4a53-ba3f-a9d796e78985', 'message_template_name': 'Drop Below Peer Average', 'message_generated_datetime': '2025-10-08T11:59:57', 'measure': 'Nurse-language-01', 'acceptable_by': ['Social Loss']}"
hospital 3,2024-08-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2025-10-08T11:59:57', 'measure': 'Physician-language-01', 'acceptable_by': ['Worsening']}"
hospital 3,2024-09-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T11:59:57', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Approach']}"
hospital 3,2024-10-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/bbac24d6-c9e0-41f8-a5fd-3ea677402c06', 'message_template_name': 'Drop Below Goal', 'message_generated_datetime': '2025-10-08T11:59:57', 'measure': 'Nurse-informed-01', 'acceptable_by': ['Goal Loss']}"
hospital 3,2024-11-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T11:59:57', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 3,2024-12-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2025-10-08T11:59:58', 'measure': 'Nurse-language-01', 'acceptable_by': ['Worsening']}"
hospital 4,2024-02-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T11:59:58', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Worse']}"
hospital 4,2024-03-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T11:59:58', 'measure': 'Provider-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 4,2024-04-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T11:59:58', 'measure': 'Physician-informed-01', 'acceptable_by': ['Improving']}"
hospital 4,2024-05-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T11:59:58', 'measure': 'Provider-Rating-01', 'acceptable_by': ['Improving']}"
hospital 4,2024-06-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2025-10-08T11:59:58', 'measure': 'Patient-Concern-01', 'acceptable_by': ['Goal Worse']}"
hospital 4,2024-07-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/5c49f6e6-b95f-4eb9-baa9-dac580e33e20', 'message_template_name': 'Achieved Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T11:59:58', 'measure': 'Nurse-informed-01', 'acceptable_by': ['Social Gain']}"
hospital 4,2024-08-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2025-10-08T11:59:59', 'measure': 'Physician-informed-01', 'acceptable_by': ['Worsening']}"
hospital 4,2024-09-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T11:59:59', 'measure': 'Discharge-01', 'acceptable_by': ['Social Approach']}"
hospital 4,2024-10-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T11:59:59', 'measure': 'Physician-informed-01', 'acceptable_by': ['Improving']}"
hospital 4,2024-11-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/70fbdb71-fd31-45b0-8432-2bfa1bff200d', 'message_template_name': 'Approach Goal', 'message_generated_datetime': '2025-10-08T11:59:59', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Approach']}"
hospital 4,2024-12-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/722d98b6-0dfd-40ff-8248-abeaaf4aad6d', 'message_template_name': 'Reached Goal', 'message_generated_datetime': '2025-10-08T12:00:00', 'measure': 'Hand-01', 'acceptable_by': ['Goal Gain']}"
hospital 5,2024-02-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T12:00:00', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 5,2024-03-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:00:00', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 5,2024-04-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T12:00:00', 'measure': 'Care-Rating-01', 'acceptable_by': ['Improving']}"
hospital 5,2024-05-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2025-10-08T12:00:00', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Worsening']}"
hospital 5,2024-06-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2025-10-08T12:00:00', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Worse']}"
hospital 5,2024-07-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:00:01', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Social Approach']}"
hospital 5,2024-08-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/35903316-d0cc-4a53-ba3f-a9d796e78985', 'message_template_name': 'Drop Below Peer Average', 'message_generated_datetime': '2025-10-08T12:00:01', 'measure': 'Hand-01', 'acceptable_by': ['Social Loss']}"
hospital 5,2024-09-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T12:00:01', 'measure': 'Physician-language-01', 'acceptable_by': ['Improving']}"
hospital 5,2024-10-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2025-10-08T12:00:01', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Worsening']}"
hospital 5,2024-11-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/5c49f6e6-b95f-4eb9-baa9-dac580e33e20', 'message_template_name': 'Achieved Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:00:01', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Gain']}"
hospital 5,2024-12-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T12:00:02', 'measure': 'Nurse-informed-01', 'acceptable_by': ['Social Worse']}"
hospital 6,2024-02-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T12:00:02', 'measure': 'Nurse-informed-01', 'acceptable_by': ['Social Worse']}"
hospital 6,2024-03-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:00:02', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 6,2024-04-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2025-10-08T12:00:02', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Worsening']}"
hospital 6,2024-05-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/bbac24d6-c9e0-41f8-a5fd-3ea677402c06', 'message_template_name': 'Drop Below Goal', 'message_generated_datetime': '2025-10-08T12:00:02', 'measure': 'Nurse-language-01', 'acceptable_by': ['Goal Loss']}"
hospital 6,2024-06-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/35903316-d0cc-4a53-ba3f-a9d796e78985', 'message_template_name': 'Drop Below Peer Average', 'message_generated_datetime': '2025-10-08T12:00:02', 'measure': 'Hand-01', 'acceptable_by': ['Social Loss']}"
hospital 6,2024-07-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T12:00:03', 'measure': 'Physician-informed-01', 'acceptable_by': ['Improving']}"
hospital 6,2024-08-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:00:03', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Approach']}"
hospital 6,2024-09-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2025-10-08T12:00:03', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Worse']}"
hospital 6,2024-10-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T12:00:03', 'measure': 'Discharge-01', 'acceptable_by': ['Social Worse']}"
hospital 6,2024-11-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:00:03', 'measure': 'Physician-language-01', 'acceptable_by': ['Social Worse']}"
hospital 6,2024-12-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T12:00:04', 'measure': 'Discharge-01', 'acceptable_by': ['Improving']}"
hospital 7,2024-02-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:00:04', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 7,2024-03-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2025-10-08T12:00:04', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Worse']}"
hospital 7,2024-04-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T12:00:04', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Worse']}"
hospital 7,2024-05-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T12:00:04', 'measure': 'Provider-Rating-01', 'acceptable_by': ['Improving']}"
hospital 7,2024-06-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2025-10-08T12:00:05', 'measure': 'Nurse-language-01', 'acceptable_by': ['Worsening']}"
hospital 7,2024-07-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/70fbdb71-fd31-45b0-8432-2bfa1bff200d', 'message_template_name': 'Approach Goal', 'message_generated_datetime': '2025-10-08T12:00:05', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Goal Approach']}"
hospital 7,2024-08-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:00:05', 'measure': 'Transfer-01', 'acceptable_by': ['Social Approach']}"
hospital 7,2024-09-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:00:05', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Social Approach']}"
hospital 7,2024-10-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/004d3aeb-b90a-4e4d-8359-b190d1ab8532', 'message_template_name': 'Approach Peer Average', 'message_generated_datetime': '2025-10-08T12:00:05', 'measure': 'Care-Rating-01', 'acceptable_by': ['Social Approach']}"
hospital 7,2024-11-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/5c49f6e6-b95f-4eb9-baa9-dac580e33e20', 'message_template_name': 'Achieved Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:00:05', 'measure': 'Physician-language-01', 'acceptable_by': ['Social Gain']}"
hospital 7,2024-12-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/bbac24d6-c9e0-41f8-a5fd-3ea677402c06', 'message_template_name': 'Drop Below Goal', 'message_generated_datetime': '2025-10-08T12:00:06', 'measure': 'Patient-Concern-01', 'acceptable_by': ['Goal Loss']}"
hospital 8,2024-02-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T12:00:06', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Worse']}"
hospital 8,2024-03-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:00:06', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 8,2024-04-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2025-10-08T12:00:06', 'measure': 'Nurse-informed-01', 'acceptable_by': ['Worsening']}"
hospital 8,2024-05-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T12:00:06', 'measure': 'Physician-language-01', 'acceptable_by': ['Improving']}"
hospital 8,2024-06-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/bbac24d6-c9e0-41f8-a5fd-3ea677402c06', 'message_template_name': 'Drop Below Goal', 'message_generated_datetime': '2025-10-08T12:00:06', 'measure': 'Hand-01', 'acceptable_by': ['Goal Loss']}"
hospital 8,2024-07-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2025-10-08T12:00:07', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Worse']}"
hospital 8,2024-08-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:00:07', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Approach']}"
hospital 8,2024-09-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/5c49f6e6-b95f-4eb9-baa9-dac580e33e20', 'message_template_name': 'Achieved Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:00:07', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Social Gain']}"
hospital 8,2024-10-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/e91fb18a-3a98-420e-a826-bfb1b6eafc58', 'message_template_name': 'No Longer Top Performer', 'message_generated_datetime': '2025-10-08T12:00:07', 'measure': 'Care-Rating-01', 'acceptable_by': ['Social Loss']}"
hospital 8,2024-11-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/35903316-d0cc-4a53-ba3f-a9d796e78985', 'message_template_name': 'Drop Below Peer Average', 'message_generated_datetime': '2025-10-08T12:00:07', 'measure': 'Discharge-01', 'acceptable_by': ['Social Loss']}"
hospital 8,2024-12-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2025-10-08T12:00:08', 'measure': 'Transfer-01', 'acceptable_by': ['Worsening']}"
hospital 9,2024-02-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T12:00:08', 'measure': 'Provider-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 9,2024-03-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:00:08', 'measure': 'Patient-Concern-01', 'acceptable_by': ['Social Worse']}"
hospital 9,2024-04-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2025-10-08T12:00:08', 'measure': 'Nurse-informed-01', 'acceptable_by': ['Goal Worse']}"
